Shape,Color,Clarity,Carat Weight,Length_Width_Ratio,Depth,Table,Polish,Symmetry,Girdle,Culet,Length,Width,Height,Type,Price
Cushion Modified,E,VS1,2.06,1.01,66.1,61,Excellent,Excellent,Thin to Thick,None,7.51,7.44,4.92,GIA Lab-Grown,3190
Princess,E,VVS2,1.06,1.02,66.6,75,Excellent,Very Good,Slightly Thick to Thick,None,5.87,5.74,3.82,GIA,4090
Round,H,VS2,1,1.01,61.7,64,Excellent,Very Good,Slightly Thick to Thick,None,6.32,6.39,3.92,GIA,3410
Round,H,VS1,1.01,1.01,62.7,58,Excellent,Excellent,Medium to Slightly Thick,None,6.37,6.42,4.01,GIA,3970
Round,E,VS1,1.57,1.01,60.5,58,Excellent,Excellent,Medium to Slightly Thick,None,7.49,7.55,4.55,GIA Lab-Grown,1790
Pear,E,VS1,1.08,1.64,60.8,58,Excellent,Excellent,Thin to Medium,Pointed,9.47,5.77,3.51,IGI Lab-Grown,1090
Heart,D,VS1,1.28,1.09,64.5,58,Very Good,Very Good,Thick to Very Thick,None,6.55,7.12,4.59,GIA,6230
Marquise,D,VVS2,1.21,2.22,60.8,62,Excellent,Excellent,Medium to Slightly Thick,Pointed,12.01,5.41,3.29,IGI Lab-Grown,1540
Round,E,VS1,1.54,1,61.4,57,Excellent,Excellent,Thin to Medium,None,7.43,7.45,4.57,GIA Lab-Grown,1760
Heart,D,VS1,1,1.14,59.6,57,Very Good,Very Good,Thick to Very Thick,None,6.11,6.97,4.16,GIA,5270
Heart,E,VS1,2.01,1.19,57.7,59,Excellent,Excellent,Slightly Thick to Thick,None,7.49,8.94,5.15,GIA Lab-Grown,3100
Heart,E,VVS2,4.43,1.1,53.3,61,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.73,11.79,6.28,IGI Lab-Grown,10990
Marquise,F,VS1,1.51,1.85,58.7,64,Excellent,Excellent,Medium to Slightly Thick,None,11.6,6.28,3.69,GIA,16240
Square Radiant,H,VS1,1.1,1.05,69.3,68,Excellent,Very Good,Thick,None,5.89,5.62,3.9,GIA,3990
Heart,D,VVS1,1.01,1.1,57.9,58,Excellent,Excellent,Medium to Thick,None,6.31,6.96,4.03,GIA,8620
Radiant,F,VVS1,1,1.26,66.5,69,Excellent,Excellent,Medium to Slightly Thick,None,6.48,5.16,3.43,GIA,4450
Radiant,D,VS1,1.01,1.24,70.7,69,Excellent,Excellent,Thick to Very Thick,None,6.13,4.96,3.51,GIA,4170
Oval,E,VS1,1,1.37,62.8,61,Excellent,Excellent,Thick to Very Thick,None,7.51,5.47,3.43,GIA,5010
Princess,D,VS1,1.06,1.01,71.2,68,Excellent,Excellent,Medium,Pointed,5.55,5.52,3.93,IGI Lab-Grown,1140
Heart,D,VS2,1.01,1.18,58.7,60,Excellent,Very Good,Slightly Thick to Thick,None,5.96,7.04,4.13,GIA,4680
Oval,E,VS1,1.11,1.4,62.2,58,Excellent,Excellent,Medium to Slightly Thick,None,8.27,5.89,3.66,GIA Lab-Grown,1080
Princess,D,VS1,1.06,1.01,71.4,71,Excellent,Excellent,Medium,Pointed,5.59,5.56,3.97,IGI Lab-Grown,1140
Oval,H,IF,1.02,1.59,63.4,63,Excellent,Excellent,Slightly Thick to Very Thick,None,8.56,5.37,3.4,GIA,4940
Cushion Modified,G,VS2,1.01,1.14,70.1,64,Excellent,Very Good,Slightly Thick to Very Thick,None,5.97,5.23,3.66,GIA,2180
Heart,E,VS2,1.01,1.18,58.6,59,Excellent,Excellent,Slightly Thick to Thick,None,6,7.06,4.14,GIA,3770
Cushion,D,VVS2,2.06,1.02,65.7,63,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.49,7.32,4.81,IGI Lab-Grown,7140
Oval,F,VS2,1,1.35,61.4,65,Excellent,Excellent,Slightly Thick to Thick,None,7.83,5.82,3.57,GIA,4910
Princess,D,VS1,1.17,1,71.7,68,Excellent,Very Good,Slightly Thick to Thick,None,5.8,5.8,4.16,GIA Lab-Grown,1190
Round,E,VS1,1.56,1,61.7,58,Excellent,Excellent,Medium,None,7.42,7.45,4.59,GIA Lab-Grown,1780
Princess,E,VS2,1.01,1.01,68.4,76,Excellent,Very Good,Medium to Slightly Thick,None,5.68,5.65,3.86,GIA,3410
Cushion Modified,E,VS1,1.64,1.01,67.9,62,Excellent,Very Good,Thick to Very Thick,None,6.83,6.78,4.6,GIA Lab-Grown,2170
Pear,F,VVS2,1,1.45,64.7,59,Excellent,Very Good,Thick to Very Thick,None,8.14,5.62,3.64,GIA,5070
Pear,F,VS1,1.19,1.65,61.4,59,Excellent,Very Good,Slightly Thick to Thick,None,9.69,5.87,3.6,GIA Lab-Grown,1110
Radiant,G,VVS1,1.01,1.28,63.4,68,Excellent,Very Good,Slightly Thick to Thick,None,6.87,5.38,3.41,GIA,5350
Princess,G,IF,1.05,1.01,72.7,70,Excellent,Excellent,Thick,None,5.5,5.46,3.97,GIA,4270
Marquise,G,VS2,1.26,1.86,61.7,56,Excellent,Very Good,Slightly Thick to Very Thick,None,10.65,5.74,3.54,GIA,9110
Princess,E,VS1,1.03,1,71.7,71,Excellent,Very Good,Slightly Thick to Thick,None,5.59,5.58,4,GIA,4310
Heart,E,VS1,1.6,1.11,56.5,64,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.29,8.12,4.59,IGI Lab-Grown,2170
Radiant,E,VS1,1.08,1.45,66.4,64,Excellent,Excellent,Thick to Very Thick,None,7.36,5.08,3.37,GIA Lab-Grown,1070
Marquise,D,VVS2,1.02,1.89,62.1,56,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.17,5.38,3.34,IGI Lab-Grown,1300
Marquise,F,VS2,1,1.74,65.5,57,Excellent,Very Good,Slightly Thick to Extremely Thick,None,9.16,5.25,3.44,GIA,4610
Pear,E,VS1,1.01,1.59,59.4,58,Excellent,Excellent,Thin to Medium,Pointed,9.13,5.74,3.41,IGI Lab-Grown,1020
Radiant,F,VS1,1.03,1.44,67.9,65,Excellent,Excellent,Medium,Pointed,7.14,4.95,3.36,IGI Lab-Grown,1070
Pear,F,VS1,1.03,1.58,61.8,62,Excellent,Excellent,Medium,Pointed,8.92,5.66,3.5,IGI Lab-Grown,1030
Marquise,D,VS1,1.16,2,62.4,58,Excellent,Excellent,Slightly Thick to Thick,None,10.99,5.5,3.43,GIA Lab-Grown,1260
Oval,E,VS2,1.05,1.38,62.7,60,Excellent,Excellent,Slightly Thick to Thick,None,7.89,5.72,3.59,GIA,5240
Round,H,VS1,1,1,61.8,60,Excellent,Excellent,Slightly Thick,None,6.37,6.4,3.95,GIA,5240
Heart,G,IF,1.02,1.19,59.8,59,Excellent,Excellent,Medium to Thick,None,5.89,6.99,4.18,GIA,4470
Emerald,H,VS1,1,1.36,68.5,63,Excellent,Very Good,Thick to Very Thick,None,6.5,4.78,3.27,GIA,2820
Princess,E,VVS2,1.01,1,71.1,70,Excellent,Excellent,Medium,Pointed,5.38,5.36,3.81,IGI Lab-Grown,1180
Oval,E,VS2,1.01,1.38,63.7,62,Very Good,Very Good,Medium to Very Thick,None,7.71,5.6,3.57,GIA,5050
Pear,F,VS1,1.07,1.72,61.3,60,Excellent,Excellent,Thin to Medium,Pointed,9.67,5.63,3.45,IGI Lab-Grown,1060
Round,H,VVS2,1.01,1,60.8,62,Excellent,Excellent,Medium to Slightly Thick,None,6.45,6.48,3.93,GIA,4140
Princess,F,VS1,1.05,1.01,72.5,70,Excellent,Excellent,Thick,None,5.51,5.45,3.95,GIA Lab-Grown,1030
Heart,E,VS1,4.29,1.15,56.9,59,Excellent,Excellent,Medium to Slightly Thick,None,10.13,11.64,6.62,GIA Lab-Grown,10190
Pear,H,VS1,1,1.45,65.3,64,Excellent,Excellent,Slightly Thick to Very Thick,None,8.05,5.57,3.64,GIA,4020
Princess,F,VS2,1.02,1.03,73.7,75,Excellent,Very Good,Slightly Thick,None,5.63,5.49,4.05,GIA,3490
Cushion Modified,F,VS1,2.9,1.01,65.8,62,Excellent,Excellent,Thin to Slightly Thick,None,8.3,8.21,5.4,GIA Lab-Grown,6790
Radiant,E,VS2,1,1.06,75.7,67,Excellent,Very Good,Thick,None,5.62,5.29,4.01,GIA,3310
Radiant,F,VS1,1,1.46,67.6,64,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.09,4.85,3.28,IGI Lab-Grown,1040
Heart,D,IF,2.43,1.19,56.5,58,Excellent,Excellent,Slightly Thick to Very Thick,None,8.08,9.64,5.45,GIA Lab-Grown,13540
Heart,D,VS1,1.01,1.16,59.5,56,Very Good,Excellent,Slightly Thick to Very Thick,None,5.97,6.91,4.11,GIA,3700
Oval,E,VS1,1.08,1.48,62.4,58,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.45,5.72,3.57,IGI Lab-Grown,1050
Marquise,F,VVS2,1.09,2.09,60,61,Excellent,Very Good,Slightly Thick to Very Thick,None,11.18,5.34,3.2,GIA,6690
Princess,E,VS1,1.19,1.01,72.9,68,Excellent,Excellent,Slightly Thick,Pointed,5.82,5.75,4.19,IGI Lab-Grown,1180
Emerald,H,VS1,1,1.34,69.8,64,Excellent,Very Good,Very Thick,None,6.32,4.71,3.29,GIA,2930
Cushion Modified,E,VS1,1.51,1.02,67.3,62,Excellent,Excellent,Thick to Very Thick,None,6.71,6.55,4.41,GIA Lab-Grown,2980
Princess,F,VVS2,1.07,1,71.9,69,Excellent,Excellent,Medium to Slightly Thick,Pointed,5.5,5.48,3.94,IGI Lab-Grown,1200
Marquise,D,VS2,1.14,2.02,63.6,60,Excellent,Excellent,Slightly Thick to Thick,None,10.87,5.39,3.42,GIA,1200
Cushion,E,VVS1,1.53,1.04,65.2,64,Excellent,Excellent,Medium to Thick,Pointed,6.77,6.52,4.25,IGI Lab-Grown,3440
Round,E,VS1,1.59,1,61.7,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.44,7.47,4.6,IGI Lab-Grown,1830
Cushion Modified,F,VS1,2.2,1,68.5,62,Excellent,Excellent,Slightly Thick to Thick,None,7.47,7.46,5.11,GIA Lab-Grown,5260
Round,E,VS1,1.58,1,60.7,58,Excellent,Excellent,Medium,None,7.52,7.55,4.57,GIA Lab-Grown,1800
Oval,E,VS1,1.08,1.49,62.7,60,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.56,5.73,3.59,IGI Lab-Grown,1050
Pear,F,VVS2,1,1.51,59,62,Excellent,Excellent,Medium to Thick,None,8.69,5.76,3.4,GIA,4730
Oval,F,VS2,1,1.4,62.8,64,Excellent,Excellent,Thick to Very Thick,None,7.7,5.51,3.46,GIA,4180
Pear,H,VS2,1,1.51,57.9,63,Excellent,Excellent,Thin to Very Thick,None,8.77,5.8,3.36,GIA,4160
Radiant,H,VS2,1,1.21,71.7,68,Excellent,Very Good,Thick to Very Thick,None,6.08,5.01,3.59,GIA,2750
Radiant,G,VS1,1,1.3,68.8,67,Excellent,Excellent,Thick to Very Thick,None,6.56,5.05,3.47,GIA,3600
Emerald,H,VS1,1,1.3,69.6,66,Excellent,Excellent,Thick to Very Thick,None,6.23,4.79,3.34,GIA,2710
Pear,E,VS1,1.05,1.55,60.2,60,Excellent,Excellent,Medium,Pointed,8.95,5.78,3.48,IGI Lab-Grown,1060
Princess,E,VS1,1.15,1.02,73,66,Excellent,Excellent,Medium,Pointed,5.69,5.59,4.08,IGI Lab-Grown,1140
Princess,E,VS1,1.17,1,72.3,69,Excellent,Excellent,Medium,Pointed,5.76,5.74,4.15,IGI Lab-Grown,1160
Marquise,D,VS1,1,1.97,63.5,57,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.2,5.18,3.29,IGI Lab-Grown,1090
Marquise,D,VVS2,1.19,1.85,60.6,61,Excellent,Excellent,Medium to Thick,None,10.66,5.76,3.49,GIA Lab-Grown,1530
Marquise,D,VS2,1.03,1.88,63.8,60,Excellent,Very Good,Thick to Very Thick,None,9.91,5.27,3.36,GIA,6170
Princess,E,VS1,1.19,1.01,70.3,68,Excellent,Very Good,Thick to Very Thick,None,5.79,5.73,4.03,GIA Lab-Grown,1120
Marquise,E,VS1,1.13,2.09,64.1,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,11.07,5.29,3.39,IGI Lab-Grown,1130
Pear,E,VS2,1.04,1.53,63.1,61,Excellent,Excellent,Medium to Thick,None,8.75,5.71,3.6,GIA,4940
Princess,H,VS1,1.18,1.02,72.5,73,Excellent,Very Good,Thick,None,5.75,5.66,4.11,GIA,4040
Radiant,H,VS2,1,1.44,68.2,68,Excellent,Excellent,Thick to Very Thick,None,7.07,4.91,3.35,GIA,2970
Round,D,VS1,1.57,1,61.7,56,Excellent,Excellent,Medium to Slightly Thick,None,7.44,7.46,4.6,GIA Lab-Grown,1840
Oval,E,VS2,1,1.35,61.8,62,Excellent,Excellent,Slightly Thick to Very Thick,None,7.64,5.66,3.5,GIA,4900
Heart,D,VVS2,1.03,1.18,60.6,62,Excellent,Excellent,Slightly Thick to Thick,None,5.93,7.01,4.25,GIA,4640
Cushion Modified,D,VVS1,1.5,1.02,64.7,62,Excellent,Excellent,Thin to Slightly Thick,None,6.62,6.49,4.2,GIA Lab-Grown,3090
Cushion Modified,H,VS2,1.2,1.11,73.6,65,Excellent,Very Good,Medium to Very Thick,None,6.1,5.48,4.03,GIA,2240
Round,H,VS2,1,1.01,63.6,56,Excellent,Very Good,Medium to Slightly Thick,None,6.28,6.36,4.02,GIA,3660
Radiant,D,VS1,1.05,1.49,66.4,63,Excellent,Excellent,Thick,None,7.37,4.94,3.28,GIA Lab-Grown,1120
Pear,F,VVS2,1.01,1.65,60.5,61,Excellent,Very Good,Slightly Thick to Thick,None,9.08,5.5,3.33,GIA,3700
Oval,D,VS1,1,1.45,59.8,65,Excellent,Very Good,Slightly Thick to Very Thick,None,8.13,5.61,3.36,GIA,5270
Radiant,E,VS1,1.01,1.19,75.8,70,Excellent,Good,Thick,None,5.97,5.02,3.8,GIA,4050
Cushion,E,VS1,2.77,1.01,68.2,64,Excellent,Excellent,Slightly Thick to Thick,Pointed,8.16,8.05,5.49,IGI Lab-Grown,4460
Oval,E,VS1,1.04,1.51,60.7,60,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.55,5.65,3.43,IGI Lab-Grown,1020
Oval,D,VS2,1,1.62,57.6,60,Very Good,Very Good,Thick to Very Thick,None,8.83,5.44,3.14,GIA,4930
Marquise,D,VVS2,1.52,1.88,58.7,60,Excellent,Excellent,Slightly Thick to Very Thick,None,11.34,6.03,3.54,GIA,16150
Marquise,E,VVS2,1.04,2.03,62.7,58,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.66,5.25,3.29,IGI Lab-Grown,1230
Marquise,F,VS2,1,1.91,60.7,61,Very Good,Very Good,Thick to Very Thick,None,10.05,5.26,3.2,GIA,5430
Radiant,H,IF,1,1.28,65.8,66,Excellent,Excellent,Thick,None,6.54,5.11,3.36,GIA,3780
Oval,H,VVS1,1,1.5,60.8,60,Excellent,Excellent,Slightly Thick to Very Thick,None,8.21,5.47,3.33,GIA,4790
Pear,E,VS1,1.06,1.65,61.3,59,Excellent,Excellent,Thin to Medium,Pointed,9.38,5.68,3.48,IGI Lab-Grown,1070
Marquise,G,VS1,1.18,2.03,60.8,56,Good,Good,Medium to Very Thick,None,11.33,5.58,3.39,GIA,7900
Princess,G,VVS1,1.01,1.02,74.9,70,Very Good,Very Good,Slightly Thick to Thick,None,5.44,5.34,4,GIA,3580
Marquise,D,VS2,2.01,1.87,61.3,59,Excellent,Excellent,Slightly Thick to Thick,None,12.38,6.61,4.05,GIA,23450
Radiant,H,VVS2,1.2,1.34,67.2,68,Excellent,Excellent,Thick to Very Thick,None,7.22,5.37,3.61,GIA,5500
Radiant,G,VVS1,1,1.3,68.9,66,Excellent,Excellent,Slightly Thick to Thick,None,6.53,5.03,3.46,GIA,3840
Heart,E,VS1,1.4,1.12,56.1,60,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.01,7.84,4.4,IGI Lab-Grown,1740
Heart,D,VS1,1,1.16,61.8,60,Excellent,Excellent,Thick to Very Thick,None,5.86,6.82,4.22,GIA,4780
Pear,F,VS2,1.2,1.68,62.9,58,Very Good,Very Good,Slightly Thick to Very Thick,None,9.75,5.79,3.64,GIA,4940
Radiant,F,VS1,1.01,1.2,73.7,74,Very Good,Good,Very Thin to Thick,None,6.19,5.17,3.81,GIA,4060
Emerald,H,VVS2,1,1.26,72.4,57,Excellent,Very Good,Thick to Very Thick,None,6.15,4.88,3.54,GIA,2780
Cushion Modified,E,VS1,3.09,1.01,67.4,60,Excellent,Excellent,Medium to Thick,None,8.45,8.39,5.65,GIA Lab-Grown,6720
Princess,E,VVS2,1.01,1.02,74.5,77,Excellent,Very Good,Slightly Thick to Thick,None,5.41,5.3,3.95,GIA,3590
Pear,E,VS1,1.01,1.62,61.4,60,Excellent,Very Good,Medium to Thick,None,8.91,5.5,3.38,GIA,3830
Round,H,VS2,1,1.01,61.1,59,Excellent,Excellent,Slightly Thick,None,6.38,6.42,3.91,GIA,4030
Round,E,VS1,1.58,1,61.1,58,Excellent,Excellent,Medium,Pointed,7.49,7.52,4.59,IGI Lab-Grown,1840
Radiant,F,VS1,1.14,1.43,68,65,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.32,5.12,3.48,IGI Lab-Grown,1170
Cushion Modified,F,VVS2,1.74,1.02,66.2,64,Excellent,Excellent,Medium to Thick,None,7.12,6.99,4.63,GIA Lab-Grown,3370
Marquise,D,VS1,1.5,1.85,63.5,61,Excellent,Excellent,Medium to Very Thick,None,10.96,5.92,3.76,GIA,18080
Round,E,VS1,1.58,1,61.1,58,Excellent,Excellent,Medium,None,7.51,7.53,4.59,GIA Lab-Grown,1800
Oval,E,VS1,1.01,1.39,64.5,58,Excellent,Very Good,Slightly Thick to Very Thick,None,7.76,5.59,3.6,GIA,4840
Radiant,H,VS2,1,1.23,74.2,56,Excellent,Excellent,Extremely Thick,None,6,4.86,3.61,GIA,2580
Pear,E,VVS2,1,1.67,62.5,63,Excellent,Very Good,Medium to Thick,None,9.22,5.52,3.45,GIA Lab-Grown,1120
Round,G,VS2,1,1.01,59.1,62,Excellent,Very Good,Slightly Thick to Thick,None,6.4,6.48,3.81,GIA,1120
Radiant,D,VS1,1.05,1.44,67,63,Excellent,Excellent,Thick,None,7.24,5.03,3.37,GIA Lab-Grown,1120
Cushion Modified,D,VVS2,2.39,1.02,67.6,58,Excellent,Excellent,Medium to Thick,None,7.63,7.46,5.05,GIA Lab-Grown,4720
Princess,E,VVS2,1.03,1.01,72.5,66,Excellent,Excellent,Thin,Pointed,5.47,5.42,3.93,IGI Lab-Grown,1200
Oval,E,VS1,1.1,1.43,62.5,60,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.38,5.86,3.66,IGI Lab-Grown,1070
Round,E,VS1,1.53,1,61.3,56,Excellent,Excellent,Medium,None,7.42,7.45,4.56,GIA Lab-Grown,1740
Cushion,F,VS1,2.08,1,67.3,64,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.43,7.4,4.98,IGI Lab-Grown,2760
Pear,F,VS1,1.06,1.56,60.6,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.94,5.74,3.48,IGI Lab-Grown,1050
Pear,F,VS1,1.1,1.6,62.5,58,Excellent,Excellent,Medium to Slightly Thick,None,9.2,5.76,3.6,GIA Lab-Grown,1080
Marquise,H,VS2,1.52,1.95,63.6,60,Excellent,Very Good,Medium to Very Thick,None,11.58,5.95,3.79,GIA,12100
Round,D,VS1,1.58,1,60.6,58,Excellent,Excellent,Medium to Slightly Thick,None,7.53,7.55,4.57,GIA Lab-Grown,1850
Oval,F,VS1,1.08,1.5,61.7,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.55,5.69,3.51,IGI Lab-Grown,1080
Round,D,VS1,1.5,1.01,60.1,59,Excellent,Excellent,Medium to Slightly Thick,None,7.39,7.43,4.46,GIA Lab-Grown,1760
Radiant,F,VS1,1.15,1.46,67.5,63,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.44,5.11,3.45,IGI Lab-Grown,1180
Cushion Modified,H,VS2,1.01,1.3,67.8,61,Excellent,Excellent,Medium to Very Thick,None,6.66,5.13,3.48,GIA,2370
Round,E,VS1,1.56,1,61.5,57,Excellent,Excellent,Medium to Slightly Thick,None,7.43,7.46,4.58,GIA Lab-Grown,1780
Round,H,VS2,1,1.01,62.3,58,Excellent,Excellent,Medium to Slightly Thick,None,6.32,6.38,3.96,GIA,3900
Marquise,E,VS1,1.03,1.85,63.4,61,Excellent,Excellent,Slightly Thick to Very Thick,None,9.86,5.33,3.38,GIA,6780
Princess,E,VVS2,1.09,1.01,72.7,71,Excellent,Very Good,Thin to Slightly Thick,None,5.65,5.6,4.07,GIA,4330
Round,D,VS1,1.57,1,61.2,58,Excellent,Excellent,Medium,Pointed,7.46,7.48,4.57,IGI Lab-Grown,1840
Marquise,D,VS1,1.2,2.09,61.4,59,Excellent,Very Good,Slightly Thick to Very Thick,None,11.37,5.44,3.34,GIA,8340
Princess,E,VVS2,1.04,1.01,69.6,68,Excellent,Excellent,Medium,Pointed,5.62,5.59,3.89,IGI Lab-Grown,1210
Heart,D,VVS1,1.01,1.13,57.9,63,Excellent,Excellent,Medium to Thick,None,6.29,7.13,4.13,GIA,5080
Oval,D,VS1,1,1.4,60.4,57,Excellent,Excellent,Medium to Slightly Thick,Pointed,8,5.73,3.46,IGI Lab-Grown,1060
Marquise,G,VS1,1,1.81,65,56,Excellent,Very Good,Medium to Very Thick,None,9.55,5.28,3.43,GIA,4330
Round,H,VS1,1.01,1.01,61.3,57,Excellent,Very Good,Medium to Slightly Thick,None,6.42,6.46,3.95,GIA,4100
Cushion Modified,H,VS1,1.02,1.1,65.2,63,Excellent,Excellent,Slightly Thick to Thick,None,6.16,5.59,3.64,GIA,2190
Radiant,G,VS1,1,1.36,69.4,65,Excellent,Very Good,Medium to Slightly Thick,None,6.71,4.94,3.43,GIA,3500
Marquise,D,VS1,1,1.75,64.3,57,Excellent,Excellent,Slightly Thick to Very Thick,None,9.26,5.3,3.41,GIA,6420
Heart,E,VS1,3.01,1.06,58.2,62,Excellent,Excellent,Thick to Extremely Thick,None,9.15,9.67,5.63,GIA Lab-Grown,6430
Round,D,VS1,1.55,1.01,60.6,58,Excellent,Excellent,Medium,Pointed,7.43,7.47,4.52,IGI Lab-Grown,1810
Marquise,F,VVS2,1.4,2.07,63.7,57,Excellent,Excellent,Slightly Thick to Very Thick,None,11.81,5.7,3.63,GIA,10811
Princess,G,VVS1,1.01,1.02,72.3,72,Excellent,Very Good,Medium to Slightly Thick,None,5.68,5.57,4.02,GIA,4020
Pear,D,VS1,1.01,1.55,68.7,57,Excellent,Very Good,Very Thick to Extremely Thick,None,8.24,5.32,3.66,GIA,4020
Radiant,D,VVS2,1.05,1.43,63.9,62,Excellent,Very Good,Slightly Thick to Thick,None,7.39,5.17,3.3,GIA Lab-Grown,1260
Marquise,E,VS1,1.09,1.98,63.8,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.57,5.33,3.4,IGI Lab-Grown,1100
Round,D,VS1,1.52,1.01,62.2,58,Excellent,Excellent,Medium to Slightly Thick,None,7.35,7.39,4.58,GIA Lab-Grown,1780
Round,H,VS2,1.01,1,59.8,60,Excellent,Excellent,Medium to Slightly Thick,None,6.48,6.51,3.89,GIA,3940
Radiant,H,VVS2,1.01,1.26,69,67,Excellent,Very Good,Very Thick,None,6.26,4.96,3.42,GIA,3870
Heart,D,VVS2,1.21,1.19,57.8,63,Excellent,Very Good,Medium to Thick,None,6.38,7.62,4.4,GIA,7710
Heart,G,VS2,1.02,1.19,63.3,61,Excellent,Excellent,Slightly Thick to Thick,None,5.75,6.86,4.34,GIA,3590
Round,H,VS1,1,1.01,64.6,57,Excellent,Very Good,Medium to Thick,None,6.14,6.23,4,GIA,3420
Oval,F,VS2,1.01,1.39,66.6,59,Excellent,Excellent,Thick to Very Thick,None,7.57,5.43,3.61,GIA,4230
Oval,E,VS1,1,1.3,65.1,59,Excellent,Very Good,Thick to Very Thick,None,7.31,5.63,3.67,GIA,4590
Princess,E,VS1,1.14,1.03,72.3,70,Excellent,Excellent,Medium,Pointed,5.79,5.6,4.05,IGI Lab-Grown,4590
Princess,E,VS2,1.02,1.04,68.9,73,Excellent,Very Good,Medium to Thick,None,5.79,5.59,3.85,GIA,3450
Oval,E,VS1,1.06,1.45,63,59,Excellent,Excellent,Slightly Thick,Pointed,8.26,5.71,3.6,IGI Lab-Grown,1030
Pear,F,VS1,1.06,1.54,64.5,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.73,5.66,3.65,IGI Lab-Grown,1050
Princess,H,VS1,1,1.01,73,72,Excellent,Very Good,Medium to Thick,None,5.56,5.49,4,GIA,3570
Radiant,F,VS2,1.01,1.29,68.8,66,Very Good,Very Good,Thin to Thick,None,6.66,5.18,3.56,GIA,4890
Pear,E,IF,1.01,1.63,56.5,58,Excellent,Excellent,Slightly Thick to Very Thick,None,9.17,5.64,3.19,GIA,4230
Princess,E,VVS2,1.03,1.01,72.7,68,Excellent,Excellent,Thick to Very Thick,Pointed,5.39,5.32,3.87,IGI Lab-Grown,1200
Radiant,F,VS1,1.05,1.42,66.9,63,Excellent,Excellent,Medium,Pointed,7.11,5.02,3.36,IGI Lab-Grown,1080
Radiant,H,VVS2,1.01,1.26,67.6,66,Excellent,Excellent,Thick to Very Thick,None,6.31,5.02,3.39,GIA,3150
Round,G,VS2,1,1.01,62.6,54,Excellent,Very Good,Slightly Thick,None,6.33,6.38,3.98,GIA,3960
Round,H,VS1,1.02,1.01,62.6,57,Excellent,Excellent,Slightly Thick,None,6.37,6.42,4,GIA,3900
Round,E,VS1,1.55,1,61.6,56,Excellent,Excellent,Medium to Slightly Thick,None,7.42,7.45,4.58,GIA Lab-Grown,1770
Oval,F,VS1,1.03,1.42,62.1,58,Excellent,Excellent,Medium,Pointed,8.1,5.72,3.55,IGI Lab-Grown,1030
Oval,F,VS1,1,1.45,66.1,63,Excellent,Very Good,Thick to Extremely Thick,None,7.82,5.39,3.56,GIA,4730
Princess,E,VS1,1.08,1.01,71.6,69,Excellent,Excellent,Medium,Pointed,5.63,5.6,4.01,IGI Lab-Grown,1070
Marquise,D,VS1,1.02,1.91,61.8,58,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.28,5.37,3.32,IGI Lab-Grown,1110
Princess,G,VS2,1,1,68,69,Excellent,Very Good,Thin to Very Thick,None,5.62,5.61,3.81,GIA,3860
Emerald,H,VS2,1.02,1.36,68.3,64,Excellent,Excellent,Thick to Very Thick,None,6.53,4.81,3.29,GIA,2650
Round,E,VS1,1.57,1,61.7,56,Excellent,Excellent,Medium,Pointed,7.47,7.49,4.61,IGI Lab-Grown,1820
Princess,F,VVS1,1.01,1.02,67.2,75,Excellent,Very Good,Medium to Slightly Thick,None,5.76,5.66,3.8,GIA,4120
Radiant,D,VVS2,1,1.28,69.7,65,Excellent,Excellent,Thick to Very Thick,None,6.33,4.95,3.45,GIA,4330
Round,H,VVS2,1,1,64.3,56,Excellent,Excellent,Slightly Thick to Thick,None,6.22,6.24,4.01,GIA,3970
Princess,E,VS1,1.08,1.01,73.1,68,Excellent,Excellent,Medium,Pointed,5.57,5.54,4.05,IGI Lab-Grown,1070
Oval,F,VVS2,1.01,1.4,61.1,60,Excellent,Very Good,Slightly Thick to Thick,None,7.87,5.64,3.44,GIA,4890
Oval,E,VS1,1.1,1.5,62.7,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.62,5.76,3.61,IGI Lab-Grown,1070
Round,H,VS1,1.01,1.01,59,61,Excellent,Excellent,Slightly Thick,None,6.51,6.56,3.85,GIA,3790
